CustomerID,Recency,Frequency,Monetary,Cluster
12494.0,16.0,9.0,1815.27,0
12495.0,641.0,1.0,357.4,1
12496.0,620.0,2.0,45.34,1
12497.0,82.0,3.0,6248.5,0
12498.0,21.0,3.0,403.70000000000005,0
12499.0,560.0,1.0,393.72,1
12500.0,23.0,19.0,5955.21,3
12501.0,337.0,1.0,2169.39,1
12502.0,96.0,5.0,3723.87,0
12503.0,584.0,1.0,1126.0,1
12504.0,18.0,4.0,779.05,0
12505.0,409.0,1.0,955.2,1
12506.0,233.0,1.0,73.5,0
12507.0,134.0,4.0,1844.06,0
12508.0,26.0,2.0,397.88,0
12509.0,284.0,1.0,176.5,1
12510.0,143.0,9.0,5178.02,3
12511.0,429.0,1.0,3084.02,1
12512.0,66.0,2.0,132.18,0
12513.0,113.0,1.0,612.29,0
12514.0,267.0,2.0,1597.76,0
12515.0,353.0,1.0,383.7,1
12516.0,78.0,4.0,2648.62,0
12517.0,28.0,5.0,2481.6,0
12518.0,1.0,5.0,2056.89,0
12519.0,64.0,2.0,716.54,0
12520.0,79.0,5.0,2634.26,0
12521.0,143.0,1.0,599.68,0
12522.0,39.0,2.0,192.72,0
12523.0,19.0,23.0,4352.35,3
12524.0,9.0,17.0,11126.11,3
12525.0,498.0,3.0,973.73,1
12526.0,1.0,3.0,1316.66,0
12527.0,82.0,5.0,735.51,0
12528.0,9.0,6.0,1933.48,0
12529.0,528.0,1.0,316.48,1
12530.0,60.0,9.0,3759.26,0
12531.0,15.0,2.0,1933.2,0
12532.0,30.0,1.0,349.83000000000004,0
12533.0,628.0,2.0,1367.89,1
12534.0,131.0,1.0,1089.18,0
12535.0,92.0,2.0,716.35,0
12536.0,43.0,3.0,12601.830000000002,3
12537.0,409.0,1.0,732.94,1
12538.0,29.0,2.0,640.45,0
12539.0,22.0,7.0,11214.75,3
12540.0,20.0,33.0,22254.49,2
12541.0,30.0,3.0,981.18,0
12542.0,484.0,2.0,481.88,1
12543.0,448.0,1.0,980.25,1
12544.0,36.0,1.0,372.7,0
12545.0,75.0,2.0,1000.39,0
12546.0,47.0,2.0,1161.5,0
12547.0,198.0,3.0,383.58,0
12548.0,166.0,1.0,95.19999999999999,0
12549.0,576.0,6.0,1575.68,1
12550.0,79.0,1.0,964.83,0
12551.0,358.0,1.0,168.0,1
12552.0,39.0,2.0,437.82,0
12553.0,8.0,12.0,4608.75,3
12554.0,449.0,1.0,468.5,1
12555.0,682.0,1.0,129.23,1
12556.0,50.0,2.0,599.56,0
12557.0,16.0,8.0,18096.14,3
12558.0,8.0,1.0,269.96,0
12559.0,311.0,2.0,561.71,1
12560.0,5.0,3.0,2134.01,0
12561.0,303.0,1.0,238.85,1
12562.0,8.0,9.0,4966.92,3
12563.0,409.0,1.0,249.24,1
12564.0,261.0,1.0,456.9,0
12565.0,289.0,1.0,145.92,1
12566.0,86.0,1.0,351.65,0
12567.0,23.0,15.0,11767.48,3
12568.0,645.0,1.0,70.0,1
12569.0,2.0,32.0,4124.69,3
12570.0,682.0,1.0,77.52,1
12571.0,40.0,2.0,519.61,0
12572.0,9.0,2.0,1020.42,0
12573.0,227.0,5.0,717.41,0
12574.0,316.0,1.0,218.45,1
12575.0,457.0,2.0,622.8199999999999,1
12576.0,36.0,8.0,2142.72,0
12577.0,35.0,8.0,1617.1,0
12578.0,21.0,4.0,4642.45,0
12579.0,78.0,1.0,440.42,0
12580.0,247.0,2.0,1052.9,0
12581.0,40.0,1.0,197.71,0
12582.0,239.0,4.0,1980.4,0
12583.0,3.0,27.0,13591.58,2
12584.0,4.0,9.0,2338.15,0
12585.0,234.0,2.0,2040.1,0
12586.0,17.0,4.0,2062.67,0
12587.0,8.0,1.0,144.0,0
12588.0,39.0,4.0,958.78,0
12589.0,29.0,8.0,4695.66,3
12590.0,211.0,2.0,9864.26,3
12591.0,317.0,3.0,1338.95,1
12592.0,92.0,5.0,2582.66,0
12593.0,109.0,3.0,418.09999999999997,0
12594.0,38.0,15.0,5090.110000000001,3
12595.0,505.0,1.0,299.02,1
12596.0,51.0,2.0,618.27,0
12597.0,19.0,4.0,3811.22,0
12598.0,10.0,11.0,4534.09,3
12599.0,29.0,13.0,2296.72,3
12600.0,29.0,21.0,4967.42,3
12601.0,190.0,6.0,681.26,0
12602.0,59.0,1.0,153.12,0
12603.0,22.0,1.0,739.1999999999999,0
12604.0,79.0,2.0,254.18,0
12605.0,376.0,4.0,1232.95,1
12606.0,682.0,1.0,21.0,1
12607.0,60.0,1.0,1579.51,0
12608.0,405.0,1.0,415.79,1
12609.0,78.0,9.0,3435.86,0
12610.0,23.0,5.0,2099.54,0
12611.0,52.0,1.0,1193.32,0
12612.0,74.0,1.0,704.0400000000001,0
12613.0,57.0,10.0,6817.37,3
12614.0,278.0,1.0,315.6,1
12615.0,2.0,8.0,5740.98,3
12616.0,95.0,3.0,1131.1,0
12617.0,29.0,1.0,352.98,0
12618.0,22.0,1.0,177.31,0
12619.0,16.0,10.0,3781.38,3
12620.0,15.0,3.0,1339.41,0
12621.0,2.0,35.0,24311.2,2
12622.0,232.0,1.0,180.1,0
12623.0,276.0,7.0,3747.84,0
12624.0,106.0,2.0,641.13,0
12625.0,212.0,4.0,5164.88,0
12626.0,23.0,9.0,6620.48,3
12627.0,11.0,7.0,4478.53,0
12628.0,4.0,3.0,786.46,0
12629.0,386.0,2.0,1558.22,1
12630.0,10.0,2.0,1270.88,0
12631.0,57.0,6.0,3481.57,0
12632.0,521.0,2.0,804.88,1
12633.0,59.0,7.0,5678.16,3
12634.0,536.0,2.0,490.0,1
12635.0,90.0,4.0,2930.41,0
12636.0,726.0,1.0,141.0,1
12637.0,67.0,12.0,8283.81,3
12638.0,33.0,2.0,921.49,0
12639.0,239.0,3.0,1312.37,0
12640.0,24.0,3.0,1174.58,0
12641.0,115.0,1.0,185.9,0
12642.0,25.0,3.0,1013.26,0
12643.0,128.0,12.0,8304.82,3
12644.0,130.0,4.0,1918.49,0
12645.0,34.0,8.0,3539.3,0
12646.0,5.0,2.0,1346.97,0
12647.0,22.0,36.0,16955.55,2
12648.0,155.0,4.0,1112.0,0
12649.0,107.0,8.0,2294.65,0
12650.0,3.0,1.0,314.44,0
12651.0,335.0,4.0,377.75,1
12652.0,331.0,2.0,1017.03,1
12653.0,149.0,3.0,4160.83,0
12654.0,11.0,5.0,601.98,0
12655.0,424.0,1.0,261.35,1
12656.0,17.0,8.0,6407.83,3
12657.0,11.0,4.0,1643.18,0
12658.0,19.0,1.0,686.05,0
12659.0,30.0,1.0,91.68,0
12660.0,11.0,1.0,245.1,0
12661.0,436.0,1.0,162.0,1
12662.0,1.0,20.0,6726.54,3
12663.0,625.0,2.0,239.4,1
12664.0,8.0,11.0,6070.04,3
12665.0,325.0,3.0,313.6,1
12666.0,394.0,1.0,1248.42,1
12667.0,58.0,1.0,620.13,0
12668.0,12.0,10.0,11383.03,3
12669.0,151.0,3.0,2744.0299999999997,0
12670.0,10.0,7.0,3760.29,0
12671.0,606.0,1.0,2622.481,1
12672.0,330.0,2.0,437.05,1
12673.0,5.0,3.0,1230.02,0
12674.0,39.0,4.0,1970.6,0
12675.0,554.0,2.0,957.25,1
12676.0,25.0,11.0,2843.09,3
12677.0,555.0,2.0,395.1,1
12678.0,42.0,21.0,29205.900999999645,2
12679.0,59.0,4.0,1113.02,0
12680.0,1.0,4.0,880.81,0
12681.0,15.0,45.0,29205.900999999645,2
12682.0,4.0,46.0,22950.22,2
12683.0,4.0,21.0,11633.7,3
12684.0,8.0,7.0,2283.63,0
12685.0,28.0,6.0,2863.08,0
12686.0,372.0,1.0,89.14,1
12687.0,481.0,2.0,2138.91,1
12688.0,114.0,1.0,4873.8099999999995,0
12689.0,26.0,2.0,1247.61,0
12690.0,206.0,1.0,389.01,0
12691.0,28.0,7.0,1170.4,0
12692.0,637.0,1.0,110.95,1
12693.0,127.0,7.0,1703.02,0
12694.0,70.0,3.0,1843.35,0
12695.0,7.0,7.0,1407.1200000000001,0
12696.0,435.0,2.0,851.91,1
12697.0,29.0,3.0,957.59,0
12698.0,590.0,1.0,339.75,1
12699.0,418.0,1.0,638.11,1
12700.0,8.0,4.0,4939.99,0
12701.0,80.0,6.0,2446.41,0
12702.0,20.0,1.0,219.0,0
12703.0,71.0,4.0,1006.53,0
12704.0,7.0,8.0,2340.84,0
12705.0,15.0,14.0,11762.1,3
12707.0,292.0,1.0,603.42,1
12708.0,30.0,18.0,5117.66,3
12709.0,15.0,34.0,29205.900999999645,2
12710.0,97.0,3.0,1149.02,0
12711.0,612.0,2.0,1339.05,1
12712.0,29.0,21.0,6723.03,3
12713.0,1.0,1.0,848.55,0
12714.0,9.0,12.0,14093.71,3
12715.0,106.0,1.0,343.36,0
12716.0,4.0,2.0,1053.49,0
12717.0,151.0,3.0,1308.91,0
12718.0,71.0,1.0,238.25,0
12719.0,5.0,2.0,644.95,0
12720.0,3.0,30.0,7787.28,3
12721.0,32.0,8.0,4013.08,0
12722.0,85.0,4.0,997.63,0
12723.0,4.0,5.0,725.07,0
12724.0,5.0,7.0,2317.52,0
12725.0,371.0,4.0,2266.76,1
12726.0,28.0,11.0,4014.6,3
12727.0,11.0,10.0,5679.53,3
12728.0,71.0,5.0,1070.17,0
12729.0,114.0,1.0,453.01,0
12730.0,522.0,1.0,829.25,1
12731.0,24.0,17.0,25775.71,2
12732.0,180.0,1.0,236.26000000000002,0
12733.0,234.0,4.0,2424.87,0
12734.0,353.0,3.0,639.65,1
12735.0,315.0,2.0,779.5699999999999,1
12736.0,333.0,1.0,234.0,1
12737.0,499.0,2.0,3710.5,1
12738.0,372.0,1.0,155.35,1
12739.0,78.0,4.0,2726.73,0
12740.0,64.0,1.0,427.6,0
12741.0,529.0,2.0,406.07,1
12742.0,626.0,1.0,1201.52,1
12743.0,134.0,2.0,540.13,0
12744.0,52.0,11.0,25317.06,2
12745.0,487.0,3.0,925.41,1
12746.0,541.0,1.0,254.55,1
12747.0,2.0,26.0,8898.48,3
12748.0,1.0,46.0,29205.900999999645,2
12749.0,4.0,9.0,6897.36,3
12750.0,129.0,1.0,275.88,0
12751.0,445.0,1.0,268.27,1
12752.0,81.0,1.0,4366.78,0
12753.0,23.0,6.0,21429.39,2
12754.0,236.0,3.0,3010.74,0
12755.0,281.0,11.0,5236.259999999999,3
12756.0,87.0,1.0,112.07999999999998,0
12757.0,16.0,13.0,7834.650000000001,3
12758.0,117.0,7.0,9903.24,3
12759.0,52.0,8.0,5020.74,3
12760.0,456.0,1.0,347.8,1
12761.0,458.0,2.0,782.95,1
12762.0,8.0,2.0,1898.52,0
12763.0,138.0,2.0,494.08,0
12764.0,317.0,1.0,1693.88,1
12765.0,472.0,6.0,1404.58,1
12766.0,4.0,9.0,8918.99,3
12767.0,376.0,1.0,949.82,1
12768.0,451.0,1.0,168.69000000000003,1
12769.0,239.0,1.0,1143.6,0
12770.0,211.0,2.0,3246.45,0
12771.0,486.0,1.0,282.3,1
12772.0,60.0,1.0,892.47,0
12773.0,564.0,1.0,124.25,1
12774.0,536.0,1.0,98.7,1
12775.0,17.0,7.0,1686.12,0
12776.0,668.0,1.0,55.5,1
12777.0,458.0,1.0,519.45,1
12778.0,20.0,9.0,1775.68,0
12779.0,38.0,14.0,6474.11,3
12780.0,599.0,1.0,337.4,1
12781.0,64.0,2.0,826.74,0
12782.0,5.0,11.0,4618.24,3
12783.0,2.0,6.0,2225.91,0
12784.0,9.0,3.0,1763.15,0
12785.0,364.0,3.0,1100.4,1
12786.0,610.0,1.0,728.5,1
12787.0,10.0,4.0,862.18,0
12788.0,463.0,4.0,444.9,1
12789.0,65.0,3.0,273.35,0
12790.0,192.0,2.0,591.85,0
12791.0,374.0,6.0,863.51,1
12792.0,257.0,2.0,827.01,0
12793.0,335.0,3.0,885.53,1
12794.0,53.0,2.0,860.41,0
12795.0,19.0,1.0,430.48,0
12796.0,628.0,1.0,381.0,1
12797.0,366.0,2.0,552.08,1
12798.0,10.0,4.0,8510.93,3
12799.0,529.0,1.0,219.35,1
12800.0,470.0,3.0,584.25,1
12801.0,501.0,1.0,1071.82,1
12802.0,187.0,7.0,2416.42,0
12803.0,393.0,1.0,1092.81,1
12804.0,466.0,2.0,325.37,1
12805.0,382.0,4.0,1434.95,1
12806.0,435.0,4.0,2878.96,1
12807.0,383.0,1.0,330.35,1
12808.0,37.0,5.0,776.7,0
12809.0,178.0,3.0,1755.94,0
12810.0,535.0,2.0,534.99,1
12811.0,261.0,5.0,1033.9,0
12812.0,45.0,1.0,229.64000000000001,0
12813.0,502.0,3.0,1687.8,1
12814.0,102.0,1.0,125.92,0
12815.0,148.0,2.0,1063.46,0
12816.0,96.0,2.0,572.2,0
12817.0,281.0,3.0,690.98,1
12818.0,262.0,1.0,1542.08,0
12819.0,458.0,1.0,540.52,1
12820.0,3.0,11.0,2689.52,3
12821.0,214.0,2.0,220.8,0
12822.0,71.0,2.0,948.88,0
12823.0,75.0,18.0,6501.5,3
12824.0,60.0,1.0,397.12,0
12825.0,521.0,2.0,518.63,1
12826.0,3.0,12.0,2800.75,3
12827.0,6.0,3.0,430.15000000000003,0
12828.0,3.0,6.0,1018.71,0
12829.0,337.0,3.0,385.3,1
12830.0,38.0,6.0,6814.64,3
12831.0,262.0,3.0,451.11,0
12832.0,32.0,2.0,383.03,0
12833.0,145.0,1.0,417.38,0
12834.0,283.0,1.0,312.38,1
12835.0,428.0,41.0,5996.83,3
12836.0,59.0,15.0,6559.7300000000005,3
12837.0,173.0,2.0,662.66,0
12838.0,34.0,10.0,2975.91,3
12839.0,3.0,26.0,9669.12,3
12840.0,144.0,7.0,4041.97,0
12841.0,5.0,40.0,6958.2,2
12842.0,70.0,4.0,1917.99,0
12843.0,66.0,30.0,6583.36,3
12844.0,29.0,4.0,648.6,0
12845.0,267.0,4.0,354.09,0
12846.0,682.0,1.0,15.58,1
12847.0,22.0,2.0,1609.0,0
12848.0,676.0,1.0,208.0,1
12849.0,31.0,6.0,3042.47,0
12850.0,446.0,1.0,330.0,1
12851.0,97.0,2.0,280.76,0
12852.0,295.0,1.0,311.55,1
12853.0,135.0,11.0,3907.5,3
12854.0,79.0,7.0,2970.9700000000003,0
12855.0,373.0,4.0,612.84,1
12856.0,8.0,6.0,2170.78,0
12857.0,211.0,6.0,3688.0,0
12858.0,383.0,1.0,147.27,1
12859.0,459.0,1.0,575.1,1
12860.0,693.0,1.0,54.22,1
12861.0,620.0,1.0,68.25,1
12862.0,426.0,2.0,984.62,1
12863.0,52.0,6.0,2792.5499999999997,0
12864.0,138.0,2.0,299.57,0
12865.0,26.0,4.0,3323.47,0
12866.0,283.0,3.0,1227.35,1
12867.0,26.0,13.0,7829.26,3
12868.0,186.0,8.0,2043.76,0
12869.0,682.0,1.0,337.66999999999996,1
12870.0,375.0,3.0,1676.95,1
12871.0,84.0,3.0,744.02,0
12872.0,327.0,12.0,3283.96,3
12873.0,282.0,3.0,2027.3,0
12874.0,385.0,2.0,948.42,1
12875.0,143.0,5.0,1356.99,0
12876.0,58.0,4.0,4081.79,0
12877.0,4.0,20.0,2942.14,3
12878.0,236.0,2.0,854.99,0
12879.0,45.0,3.0,573.22,0
12880.0,382.0,2.0,640.13,1
12881.0,276.0,1.0,298.0,1
12882.0,9.0,2.0,1463.04,0
12883.0,25.0,4.0,703.47,0
12884.0,88.0,1.0,309.05,0
12885.0,63.0,3.0,1175.22,0
12886.0,68.0,2.0,1378.4,0
12887.0,384.0,1.0,222.4,1
12888.0,214.0,2.0,354.12,0
12889.0,381.0,4.0,385.46000000000004,1
12890.0,24.0,2.0,706.02,0
12891.0,186.0,11.0,840.5,0
12892.0,397.0,1.0,263.38,1
12893.0,31.0,1.0,176.55,0
12894.0,575.0,1.0,157.35,1
12895.0,42.0,2.0,372.8,0
12897.0,205.0,4.0,514.25,0
12898.0,464.0,2.0,296.21000000000004,1
12899.0,414.0,1.0,366.4,1
12900.0,422.0,1.0,340.33,1
12901.0,9.0,28.0,17654.54,2
12902.0,265.0,1.0,138.68,0
12903.0,429.0,1.0,833.53,1
12904.0,18.0,2.0,496.06,0
12905.0,577.0,2.0,1018.42,1
12906.0,12.0,5.0,2919.81,0
12907.0,396.0,2.0,508.91,1
12908.0,176.0,5.0,1776.0,0
12909.0,40.0,8.0,3103.19,0
12910.0,23.0,13.0,5796.52,3
12911.0,552.0,1.0,1651.72,1
12912.0,3.0,5.0,1662.3,0
12913.0,5.0,13.0,6283.24,3
12914.0,401.0,1.0,223.98,1
12915.0,149.0,4.0,975.1,0
12916.0,139.0,7.0,4479.73,0
12917.0,128.0,6.0,4359.2,0
12918.0,626.0,1.0,10953.5,1
12919.0,8.0,6.0,1335.19,0
12920.0,17.0,4.0,486.64,0
12921.0,9.0,46.0,29205.900999999645,2
12922.0,161.0,1.0,405.38,0
12923.0,64.0,3.0,770.42,0
12924.0,88.0,12.0,2469.4,3
12925.0,5.0,3.0,729.3299999999999,0
12926.0,411.0,4.0,1523.97,1
12927.0,395.0,1.0,197.31,1
12928.0,35.0,12.0,4304.89,3
12929.0,312.0,1.0,117.85,1
12930.0,78.0,2.0,415.8,0
12931.0,22.0,46.0,29205.900999999645,2
12932.0,539.0,8.0,1698.56,1
12933.0,24.0,8.0,1636.6299999999999,0
12934.0,726.0,1.0,181.65,1
12935.0,2.0,15.0,4243.86,3
12936.0,17.0,4.0,1063.9,0
12937.0,15.0,9.0,3097.61,0
12938.0,26.0,1.0,114.14,0
12939.0,64.0,20.0,25264.8,2
12940.0,55.0,2.0,899.69,0
12941.0,724.0,1.0,377.49,1
12942.0,131.0,3.0,675.6,0
12943.0,558.0,2.0,496.5,1
12944.0,36.0,2.0,604.51,0
12945.0,288.0,2.0,900.11,1
12946.0,437.0,1.0,324.45,1
12947.0,144.0,6.0,1603.99,0
12948.0,16.0,9.0,2317.43,0
12949.0,31.0,22.0,15526.7,2
12950.0,2.0,3.0,1843.0,0
12951.0,9.0,15.0,3213.7200000000003,3
12952.0,6.0,4.0,1387.79,0
12953.0,10.0,2.0,828.8100000000001,0
12954.0,639.0,1.0,162.45,1
12955.0,1.0,11.0,4757.16,3
12956.0,306.0,4.0,521.89,1
12957.0,10.0,13.0,8706.97,3
12958.0,400.0,2.0,467.34,1
12959.0,484.0,1.0,150.95,1
12960.0,414.0,4.0,1322.07,1
12961.0,379.0,1.0,211.99,1
12962.0,7.0,2.0,266.39,0
12963.0,8.0,12.0,3235.79,3
12964.0,437.0,1.0,132.24,1
12965.0,89.0,1.0,769.8100000000001,0
12966.0,10.0,1.0,160.18,0
12967.0,358.0,3.0,2938.52,1
12968.0,112.0,1.0,135.95,0
12969.0,603.0,1.0,122.45,1
12970.0,7.0,10.0,1453.6,0
12971.0,4.0,46.0,15704.6,2
12972.0,414.0,4.0,1161.2,1
12973.0,414.0,1.0,385.55,1
12974.0,198.0,2.0,408.95,0
12975.0,437.0,6.0,2100.09,1
12976.0,212.0,8.0,3156.38,0
12977.0,156.0,4.0,513.88,0
12978.0,385.0,5.0,2502.82,1
12979.0,726.0,1.0,517.7,1
12980.0,158.0,21.0,16245.78,2
12981.0,30.0,2.0,372.21999999999997,0
12982.0,243.0,8.0,2744.81,0
12983.0,598.0,1.0,490.08000000000004,1
12984.0,19.0,1.0,97.5,0
12985.0,1.0,2.0,1239.38,0
12986.0,429.0,10.0,2729.84,1
12987.0,74.0,5.0,1312.21,0
12988.0,292.0,1.0,505.82,1
12989.0,3.0,33.0,13551.75,2
12990.0,31.0,7.0,955.5,0
12991.0,23.0,3.0,764.82,0
12992.0,725.0,1.0,93.35000000000001,1
12993.0,23.0,8.0,1259.6299999999999,0
12994.0,4.0,3.0,974.4200000000001,0
12995.0,85.0,1.0,211.32,0
12996.0,376.0,1.0,355.5,1
12997.0,22.0,8.0,2110.91,0
12998.0,493.0,3.0,920.08,1
12999.0,196.0,3.0,455.88,0
13000.0,107.0,4.0,1032.5,0
13001.0,4.0,33.0,24042.65,2
13002.0,318.0,3.0,414.13,1
13003.0,106.0,3.0,149.05,0
13004.0,12.0,36.0,11650.85,2
13005.0,174.0,4.0,999.68,0
13006.0,56.0,1.0,81.57,0
13007.0,580.0,1.0,175.25,1
13008.0,323.0,3.0,612.13,1
13009.0,673.0,1.0,234.0,1
13010.0,374.0,2.0,330.12,1
13011.0,372.0,1.0,50.550000000000004,1
13012.0,9.0,11.0,2957.83,3
13013.0,1.0,29.0,11097.43,3
13014.0,11.0,11.0,5381.08,3
13015.0,53.0,11.0,6579.78,3
13016.0,73.0,3.0,789.89,0
13017.0,7.0,1.0,204.0,0
13018.0,16.0,35.0,9763.16,2
13019.0,379.0,6.0,1229.95,1
13020.0,563.0,2.0,618.96,1
13021.0,4.0,17.0,4887.24,3
13022.0,430.0,1.0,65.3,1
13023.0,64.0,3.0,1449.03,0
13024.0,471.0,2.0,555.87,1
13025.0,726.0,1.0,323.39,1
13026.0,1.0,9.0,1733.08,0
13027.0,114.0,19.0,17239.2,2
13028.0,23.0,2.0,661.3199999999999,0
13029.0,31.0,5.0,1927.3,0
13030.0,11.0,2.0,752.4399999999999,0
13031.0,407.0,5.0,3292.84,1
13032.0,52.0,9.0,2815.96,0
13033.0,357.0,2.0,220.55,1
13034.0,55.0,3.0,756.82,0
13035.0,74.0,3.0,1364.2,0
13036.0,685.0,1.0,307.1,1
13037.0,138.0,12.0,3914.9500000000003,3
13038.0,80.0,3.0,908.46,0
13039.0,584.0,4.0,1010.73,1
13040.0,9.0,2.0,676.99,0
13041.0,451.0,4.0,799.13,1
13042.0,598.0,3.0,1488.59,1
13043.0,273.0,1.0,516.42,1
13044.0,291.0,11.0,4848.05,3
13045.0,99.0,3.0,808.92,0
13046.0,31.0,3.0,949.25,0
13047.0,32.0,24.0,8428.53,3
13048.0,14.0,9.0,4049.13,3
13049.0,64.0,4.0,1408.24,0
13050.0,15.0,35.0,11986.52,2
